28.4698,-16.2546,Tenerife
27.9944,-15.6058,GranCanaria
29.0469,-13.5899,Lanzarote
28.3587,-14.0539,Fuerteventura
28.6270,-17.7556,LaPalma
28.1216,-17.1093,LaGomera
27.7554,-17.9876,ElHierro
29.2274,-13.5114,LaGraciosa
